,id,name,position,lastName,age,gender,country,image,Source,worth,worthChange,realTimeWorth,realTimePosition
385,6781,rinaT AKHmetov,334.0,akhmETOV,51 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a814ec531358e4955ad3316/416x416.jpg?background=000000&cropX1=5&cropX2=1151&cropY1=59&cropY2=1206,"Metals & Mining  ==> steel, coal",5.5 BUSD,0.0 millions USD,,345.0
386,7257,SHARI ARISon,335.0,arISOn,60 years old,F,Israel,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760,Service  ==> Carnival Cruises,5.5 BUSD,37.583 millions USD,,360.0
387,9523,danniNE AVAra,336.0,avARA,54 years old,None,United States,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760,Energy  ==> pipelines,5.5 BUSD,0.0 millions USD,,310.0
388,3077,rahel BLOCHER,337.0,BLOCHEr,42 years old,None,None,https://specials-images.forbesimg.com/imageserve/5a812bbe4bbe6f2652f54644/416x416.jpg?background=000000&cropX1=16&cropX2=570&cropY1=54&cropY2=608,Manufacturing  ==> chemicals,5.5 BUSD,0.0 millions USD,,379.0
389,5495,andrew CURRIE,338.0,cURRIE,62 years old,M,United Kingdom,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767,Manufacturing  ==> chemicals,5.5 BUSD,0.0 millions USD,,400.0
390,4870,scott DUncan,339.0,duNCAN,1984,M,None,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767,Energy  ==> pipelines,5.5 BUSD,0.0 millions USD,,312.0
391,3896,milane Frantz,340.0,fRANTz,48 years old,None,United States,https:http://specials-images.forbesimg.com/imageserve/087ea54ecfa62609c6cafe4bd4410588/416x416.jpg?background=000000&cropX1=0&cropX2=548&cropY1=24&cropY2=572,Energy  ==> pipelines,5.5 BUSD,0.0 millions USD,,311.0
392,3313,diane HENDRICKs,341.0,hendRICKS,71 years old,F,United States,https://specials-images.forbesimg.com/imageserve/59148f4131358e03e558fd14/416x416.jpg?background=000000&cropX1=92&cropX2=377&cropY1=145&cropY2=430,Construction & Engineering  ==> roofing,5.5 BUSD,0.0 millions USD,,414.0
393,1404,magdalena MARTULlo-blocher,342.0,martullO-BLOCher,49 years old,None,None,https://specials-images.forbesimg.com/imageserve/5a8127ec31358e4955ad3131/416x416.jpg?background=000000&cropX1=33&cropX2=1496&cropY1=51&cropY2=1513,Manufacturing  ==> chemicals,5.5 BUSD,0.0 millions USD,,380.0
394,5654,hiroshI MIKITani,343.0,mikiTANI,53 years old,M,None,https://specials-images.forbesimg.com/imageserve/5ac2504c4bbe6f2310f13b42/416x416.jpg?background=000000&cropX1=1729&cropX2=4186&cropY1=1222&cropY2=3681,Fashion & Retail  ==> online retail,5.5 BUSD,0.001 millions USD,,493.0
395,9492,GABE NEWell,344.0,neWELL,55 years old,None,None,https://specials-images.forbesimg.com/imageserve/9efa03c25417e97cae2969a1a4c60335/416x416.jpg?background=000000&cropX1=6&cropX2=663&cropY1=189&cropY2=846,Gambling & Casinos  ==> videogames,5.5 BUSD,0.0 millions USD,,339.0
396,4258,pan sUTOng,345.0,pAN,55 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a57a031a7ea431690109c30/416x416.jpg?background=000000&cropX1=0&cropX2=1584&cropY1=133&cropY2=1716,"Real Estate  ==> real estate, finance",5.5 BUSD,0.0 millions USD,,344.0
397,5432,anthoNY Pratt,346.0,pRATt,58 years old,None,None,https://specials-images.forbesimg.com/imageserve/59f740c331358e542c046b95/416x416.jpg?background=000000&cropX1=69&cropX2=930&cropY1=93&cropY2=954,Manufacturing  ==> manufacturing,5.5 BUSD,0.0 millions USD,,378.0
398,9545,JOHN REECE,347.0,rEECE,61 years old,Male,UK,https://specials-images.forbesimg.com/imageserve/58a0baa54bbe6f0e55869bfa/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821,Manufacturing  ==> chemicals,5.5 BUSD,0.0 millions USD,,401.0
399,4431,RANDA WILLIAms,348.0,WILLIAms,56 years old,F,None,https://specials-images.forbesimg.com/imageserve/08e1b96a529223a3ac25ca9a21cc8092/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805,Energy  ==> pipelines,5.5 BUSD,0.0 millions USD,,309.0
400,3458,zhanG BANGxin,349.0,zhANG,38 years old,None,None,https://specials-images.forbesimg.com/imageserve/5a7d1eb7a7ea431690130eaa/416x416.jpg?background=000000&cropX1=432&cropX2=1255&cropY1=131&cropY2=954,Service  ==> after-school tutoring,5.5 BUSD,0.0 millions USD,,224.0
401,7110,zhanG SHIPING,350.0,zhANg,71 years old,M,China,https://specials-images.forbesimg.com/imageserve/561faedfe4b0ffa7afe5e1f7/416x416.jpg?background=000000&cropX1=34&cropX2=744&cropY1=343&cropY2=1054,Metals & Mining  ==> aluminum products,5.5 BUSD,-0.001 millions USD,,413.0
402,8823,jean-micHEL BESNIER,351.0,beSNIEr,51 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906,Food and Beverage  ==> cheese,5.4 BUSD,0.0 millions USD,,349.0
403,4032,marie besNIER BEAUVALOt,352.0,besnier BEAUvalot,1982,None,None,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906,Food and Beverage  ==> cheese,5.4 BUSD,0.0 millions USD,,350.0
404,5286,ricHARD DEVOS,353.0,DEVOS,92 years old,M,United States,https://specials-images.forbesimg.com/imageserve/57e05bec4bbe6f6781c5259e/416x416.jpg?background=000000&cropX1=217&cropX2=736&cropY1=15&cropY2=534,Service  ==> Amway,5.4 BUSD,0.0 millions USD,,363.0
405,2401,MICHAEL HErz,354.0,hERZ,74 years old,None,None,https://specials-images.forbesimg.com/imageserve/639efe5158324638ac90ee5b98fc76f0/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=100&cropY2=843,Fashion & Retail  ==> coffee,5.4 BUSD,0.0 millions USD,,366.0
406,7714,wOLFGANG HERZ,355.0,HERZ,67 years old,None,None,https://specials-images.forbesimg.com/imageserve/5a7e5fd54bbe6f2652f52a24/416x416.jpg?background=000000&cropX1=0&cropX2=2624&cropY1=256&cropY2=2881,Fashion & Retail  ==> coffee,5.4 BUSD,0.0 millions USD,,367.0
407,8839,kjeld kirk KRISTIAnsen,356.0,kriSTIANSEn,70 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a7dd83aa7ea43169013181a/416x416.jpg?background=000000&cropX1=3&cropX2=1380&cropY1=191&cropY2=1568,Manufacturing  ==> Lego,5.4 BUSD,0.0 millions USD,,370.0
408,3919,sofie kirK KRISTiansen,357.0,kRISTIAnsen,42 years old,Female,None,https://specials-images.forbesimg.com/imageserve/5a7dd83aa7ea43169013181a/416x416.jpg?background=000000&cropX1=3&cropX2=1380&cropY1=191&cropY2=1568,Manufacturing  ==> Lego,5.4 BUSD,0.0 millions USD,,371.0
409,1873,thomas KIRK KRISTIANSen,358.0,krISTIANSEN,,None,None,https://specials-images.forbesimg.com/imageserve/5a8709334bbe6f2652f5bfdb/416x416.jpg?background=000000&cropX1=86&cropX2=713&cropY1=111&cropY2=737,Manufacturing  ==> Lego,5.4 BUSD,0.0 millions USD,,372.0
410,1597,lam wAI YING,359.0,lAM,,F,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a8709334bbe6f2652f5bfdb/416x416.jpg?background=000000&cropX1=86&cropX2=713&cropY1=111&cropY2=737,Manufacturing  ==> smartphone screens,5.4 BUSD,0.0 millions USD,,348.0
411,2024,lin XIUCHENG,360.0,lIN,62 years old,None,None,https:http://specials-images.forbesimg.com/imageserve/c6c43100dbae28f161e7055a5e75f340/416x416.jpg?background=000000&cropX1=8&cropX2=591&cropY1=105&cropY2=688,Technology  ==> electronics,5.4 BUSD,-0.001 millions USD,,486.0
412,1929,margarITA LOUIS-DREYFUS,361.0,lOUIS-DREYFUs,56 years old,None,Switzerland,https://specials-images.forbesimg.com/imageserve/5a8128b34bbe6f2652f54640/416x416.jpg?background=000000&cropX1=91&cropX2=1241&cropY1=197&cropY2=1346,Food and Beverage  ==> commodities,5.4 BUSD,0.0 millions USD,,356.0
413,2396,georGE ROBERTS,362.0,ROBERTS,74 years old,M,United States,https://specials-images.forbesimg.com/imageserve/59d64f804bbe6f37dda00abe/416x416.jpg?background=000000&cropX1=726&cropX2=3183&cropY1=63&cropY2=2519,Finance and Investments  ==> private equity,5.4 BUSD,0.0 millions USD,,323.0
414,9656,"edwaRD ROSKI, JR.",363.0,roSKI,79 years old,None,USA,https://specials-images.forbesimg.com/imageserve/57e0613b4bbe6f6781c525d6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=153&cropY2=897,Real Estate  ==> real estate,5.4 BUSD,0.0 millions USD,,301.0
415,3874,agnete kIRK THINGGAard,364.0,thiNGGAARD,,Female,None,https://specials-images.forbesimg.com/imageserve/5a87083431358e4955ad9fd8/416x416.jpg?background=000000&cropX1=546&cropX2=1857&cropY1=0&cropY2=1312,Manufacturing  ==> Lego,5.4 BUSD,0.0 millions USD,,369.0
416,9653,mike ADENUGa,365.0,adeNUga,65 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a7fd8c84bbe6f2652f53737/416x416.jpg?background=000000&cropX1=282&cropX2=1706&cropY1=0&cropY2=1424,"Diversified  ==> telecom, oil",5.3 BUSD,0.0 millions USD,,469.0
417,3425,jIM DAVIS,366.0,dAVIS,75 years old,None,None,https://specials-images.forbesimg.com/imageserve/5a8ddcc64bbe6f2652f62868/416x416.jpg?background=000000&cropX1=2456&cropX2=3916&cropY1=779&cropY2=2238,Manufacturing  ==> New Balance,5.3 BUSD,0.0 millions USD,,292.0
418,6444,david FILO,367.0,fiLO,52 years old,None,United States,https://specials-images.forbesimg.com/imageserve/5a7de49131358e4955ad092f/416x416.jpg?background=000000&cropX1=1014&cropX2=4154&cropY1=126&cropY2=3264,Technology  ==> Yahoo,5.3 BUSD,530.206 millions USD,,307.0
419,1962,pansY HO,368.0,HO,55 years old,F,None,https://specials-images.forbesimg.com/imageserve/5a7e73f131358e4955ad1472/416x416.jpg?background=000000&cropX1=185&cropX2=1587&cropY1=304&cropY2=1707,Gambling & Casinos  ==> casinos,5.3 BUSD,0.0 millions USD,,374.0
420,5299,heNRY KRAVIs,369.0,kRAVIS,74 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a8da9054bbe6f2652f620b4/416x416.jpg?background=000000&cropX1=472&cropX2=1681&cropY1=171&cropY2=1380,Finance and Investments  ==> private equity,5.3 BUSD,0.0 millions USD,,332.0
421,1958,emanUELE (LINO) SAPuto,370.0,sapUTO,81 years old,M,Canada,https://specials-images.forbesimg.com/imageserve/5a7ba7ef4bbe6f2652f4f2de/416x416.jpg?background=000000&cropX1=690&cropX2=2779&cropY1=601&cropY2=2691,Food and Beverage  ==> cheese,5.3 BUSD,0.0 millions USD,,347.0
422,8169,xU CHUANhua,371.0,xU,83 years old,Male,People's Republic of China,https://specials-images.forbesimg.com/imageserve/5a7ba7ef4bbe6f2652f4f2de/416x416.jpg?background=000000&cropX1=690&cropX2=2779&cropY1=601&cropY2=2691,"Manufacturing  ==> chemicals, logistics",5.3 BUSD,0.0 millions USD,,487.0
423,6824,alexaNDER ABramov,372.0,ABRAMov,59 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a808807a7ea43169013395c/416x416.jpg?background=000000&cropX1=491&cropX2=1657&cropY1=61&cropY2=1226,"Metals & Mining  ==> steel, mining",5.2 BUSD,-0.001 millions USD,,314.0
424,9432,israEL ENGLAnder,373.0,engLANDER,69 years old,M,United States,https://specials-images.forbesimg.com/imageserve/55fa0dd9e4b0ffa7afe4acc0/416x416.jpg?background=000000&cropX1=34&cropX2=619&cropY1=60&cropY2=645,Finance and Investments  ==> hedge funds,5.2 BUSD,0.0 millions USD,,296.0
425,6373,frits goLDSCHMEDING,374.0,goldSCHMEDING,84 years old,M,None,https://specials-images.forbesimg.com/imageserve/58a37faca7ea431f32198552/416x416.jpg?background=000000&cropX1=132&cropX2=461&cropY1=182&cropY2=511,Service  ==> temp agency,5.2 BUSD,0.0 millions USD,,420.0
426,8074,mariaN ILItch,375.0,iliTCH,85 years old,F,USA,https://specials-images.forbesimg.com/imageserve/58aca06f31358e1a35abc56d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=89&cropY2=833,"Food and Beverage  ==> pizza, sports team",5.2 BUSD,nan millions USD,,420.0
427,1623,bruCE KOVNer,376.0,KOVNER,73 years old,Male,United States,https://specials-images.forbesimg.com/imageserve/57e05cda31358e16c589b926/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=26&cropY2=769,Finance and Investments  ==> hedge funds,5.2 BUSD,0.0 millions USD,,364.0
428,4883,gEORGE LUCAS,377.0,luCAS,74 years old,None,None,https://specials-images.forbesimg.com/imageserve/5a8da89f31358e4955adf4c9/416x416.jpg?background=000000&cropX1=261&cropX2=1671&cropY1=219&cropY2=1629,Media & Entertainment  ==> Star Wars,5.2 BUSD,0.0 millions USD,,357.0
429,6486,kalanitHI MARAn,378.0,maRAN,52 years old,None,None,https://specials-images.forbesimg.com/imageserve/59cc09144bbe6f37dd9f9044/416x416.jpg?background=000000&cropX1=774&cropX2=3152&cropY1=5&cropY2=2384,Media & Entertainment  ==> media,5.2 BUSD,0.0 millions USD,,507.0
430,4596,ELISABETH mohn,379.0,MOHN,77 years old,F,None,https://specials-images.forbesimg.com/imageserve/5a7e1011a7ea431690131f77/416x416.jpg?background=000000&cropX1=1434&cropX2=4626&cropY1=7&cropY2=3196,Media & Entertainment  ==> publishing,5.2 BUSD,0.0 millions USD,,415.0
431,2926,"robeRT RICH, JR.",380.0,RICH,77 years old,Male,None,https://specials-images.forbesimg.com/imageserve/30280b1006a2e237496205f17ab820a9/416x416.jpg?background=000000&cropX1=24&cropX2=704&cropY1=42&cropY2=722,Food and Beverage  ==> frozen foods,5.2 BUSD,0.0 millions USD,,341.0
432,2749,wang cHUAnfu,381.0,WANG,52 years old,M,China,https://specials-images.forbesimg.com/imageserve/5a7cf5cba7ea431690130d1e/416x416.jpg?background=000000&cropX1=1031&cropX2=4249&cropY1=7&cropY2=3225,"Automotive  ==> batteries, automobiles",5.2 BUSD,0.0 millions USD,,496.0
433,8574,marIA FERNANDA Amorim,382.0,AMORIM,83 years old,F,None,https://specials-images.forbesimg.com/imageserve/5a7cf5cba7ea431690130d1e/416x416.jpg?background=000000&cropX1=1031&cropX2=4249&cropY1=7&cropY2=3225,"Diversified  ==> energy, investments",5.1 BUSD,0.0 millions USD,,373.0
434,2105,pyoTR AVEN,383.0,avEN,63 years old,M,Russia,https://specials-images.forbesimg.com/imageserve/5a80afeca7ea431690133ba9/416x416.jpg?background=000000&cropX1=0&cropX2=992&cropY1=26&cropY2=1018,"Energy  ==> oil, banking, telecom",5.1 BUSD,0.0 millions USD,,443.0
435,6188,berNARD MARCUS,384.0,marCUs,89 years old,Male,None,https:http://specials-images.forbesimg.com/imageserve/5601ba9de4b0ffa7afe4f3e1/416x416.jpg?background=000000&cropX1=37&cropX2=744&cropY1=56&cropY2=763,Fashion & Retail  ==> Home Depot,5.1 BUSD,0.0 millions USD,,354.0
436,5732,pedro moreIRA Salles,385.0,morEIRA SALLES,58 years old,Male,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b970f4bbe6f2652f4f182/416x416.jpg?background=000000&cropX1=80&cropX2=2749&cropY1=0&cropY2=2670,"Diversified  ==> banking, minerals",5.1 BUSD,0.0 millions USD,,558.0
437,9310,frederICK Smith,386.0,smITH,73 years old,None,None,https://specials-images.forbesimg.com/imageserve/56d6fc6ee4b0c144a7f69c91/416x416.jpg?background=000000&cropX1=100&cropX2=717&cropY1=18&cropY2=635,Logistics  ==> FedEx,5.1 BUSD,-0.001 millions USD,,361.0
438,7478,RONDA STRYKEr,387.0,stRYKEr,64 years old,None,United States,https://specials-images.forbesimg.com/imageserve/55fa1ca9e4b0ffa7afe4ad5a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825,Healthcare  ==> medical equipment,5.1 BUSD,0.0 millions USD,,336.0
439,1766,richarD BRANSOn,388.0,bRANSOn,67 years old,None,None,https://specials-images.forbesimg.com/imageserve/5a81613e4bbe6f2652f54830/416x416.jpg?background=000000&cropX1=1081&cropX2=3606&cropY1=296&cropY2=2820,Diversified  ==> Virgin,5.0 BUSD,0.0 millions USD,,388.0
440,2439,subhASH Chandra,389.0,CHANDRA,67 years old,M,None,https://specials-images.forbesimg.com/imageserve/59d3d6ce31358e542c0344be/416x416.jpg?background=000000&cropX1=1886&cropX2=4500&cropY1=9&cropY2=2624,Media & Entertainment  ==> media,5.0 BUSD,0.0 millions USD,,441.0
441,4475,denISE Coates,390.0,cOATEs,50 years old,F,UK,https://specials-images.forbesimg.com/imageserve/5a8157de4bbe6f2652f547d0/416x416.jpg?background=000000&cropX1=244&cropX2=1268&cropY1=2&cropY2=1026,Gambling & Casinos  ==> online gambling,5.0 BUSD,0.0 millions USD,,446.0
442,7093,MARTHA INgram,391.0,iNGRAm,82 years old,F,None,https:http://specials-images.forbesimg.com/imageserve/0c186d731d1dfabdfc4d436fc9add327/416x416.jpg?background=000000&cropX1=169&cropX2=644&cropY1=27&cropY2=502,"Media & Entertainment  ==> book distribution, transportation",5.0 BUSD,0.0 millions USD,,358.0
443,3802,laW KAR po,392.0,lAW,70 years old,M,None,https://specials-images.forbesimg.com/imageserve/56896bd8e4b0ffa7afe8a5d8/416x416.jpg?background=000000&cropX1=173&cropX2=1576&cropY1=247&cropY2=1649,Real Estate  ==> real estate,5.0 BUSD,0.0 millions USD,,406.0
444,7829,joe LEWIS,393.0,LEWIS,81 years old,M,None,https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropX1=124&cropX2=2188&cropY1=0&cropY2=2066,Finance and Investments  ==> investments,5.0 BUSD,0.0 millions USD,,391.0
445,5546,GABRIELLA Meister,394.0,mEISTER,70 years old,Female,None,https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropX1=124&cropX2=2188&cropY1=0&cropY2=2066,Manufacturing  ==> appliances,5.0 BUSD,0.0 millions USD,,405.0
446,2700,feRNANDO ROBERTO MOREIRA salles,395.0,MOREIRA SALLEs,72 years old,None,None,https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropX1=124&cropX2=2188&cropY1=0&cropY2=2066,"Diversified  ==> banking, minerals",5.0 BUSD,0.0 millions USD,,570.0
447,7150,joao moreIRA Salles,396.0,moreIRA SALles,56 years old,None,None,https://specials-images.forbesimg.com/imageserve/5a7b7f56a7ea43169012eec2/416x416.jpg?background=000000&cropX1=1941&cropX2=5568&cropY1=48&cropY2=3673,"Diversified  ==> banking, minerals",5.0 BUSD,0.0 millions USD,,569.0
448,5138,waltHER MOREIRA SALLES JUNIOR,397.0,moreirA SALLes junior,62 years old,M,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b99aa31358e4955ace000/416x416.jpg?background=000000&cropX1=14&cropX2=2133&cropY1=183&cropY2=2304,"Finance and Investments  ==> banking, minerals",5.0 BUSD,0.0 millions USD,,571.0
449,1885,panKAJ PATEL,398.0,paTEl,65 years old,None,None,https://specials-images.forbesimg.com/imageserve/5a7f40de31358e4955ad1ab2/416x416.jpg?background=000000&cropX1=754&cropX2=3948&cropY1=7&cropY2=3203,Healthcare  ==> pharmaceuticals,5.0 BUSD,0.0 millions USD,,433.0
450,2938,karen PRITZKER,399.0,priTZKEr,60 years old,Female,USA,https://specials-images.forbesimg.com/imageserve/83fbe5433dfa59f56151a75692d7107d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=24&cropY2=768,"Service  ==> hotels, investments",5.0 BUSD,0.0 millions USD,,385.0
451,6313,thomas sCHMIDHeiny,400.0,SCHMIDHEiny,72 years old,None,Switzerland,https://specials-images.forbesimg.com/imageserve/5a812d2e31358e4955ad317c/416x416.jpg?background=000000&cropX1=731&cropX2=3382&cropY1=17&cropY2=2666,Construction & Engineering  ==> cement,5.0 BUSD,0.0 millions USD,,466.0
452,4510,vichai srivADDHANAPRAbha,401.0,srIVADDHANAPRAbha,60 years old,M,Thailand,https://specials-images.forbesimg.com/imageserve/5ad8dbcc4bbe6f2310f30bbc/416x416.jpg?background=000000&cropX1=983&cropX2=3887&cropY1=388&cropY2=3289,Fashion & Retail  ==> duty-free,5.0 BUSD,-0.001 millions USD,,416.0
453,4874,keiICHIRO TAKAHara,402.0,TAKAHAra,87 years old,M,Japan,https://specials-images.forbesimg.com/imageserve/551acc08e4b0ffa93fd266d4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=100&cropY2=844,Manufacturing  ==> diapers,5.0 BUSD,0.0 millions USD,,321.0
454,3250,m.a. yUSUFF ali,403.0,yuSUFF ALI,62 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a7f33f14bbe6f2652f52f71/416x416.jpg?background=000000&cropX1=122&cropX2=1106&cropY1=0&cropY2=985,Fashion & Retail  ==> retail,5.0 BUSD,0.0 millions USD,,497.0
455,1315,roberT BAss,404.0,baSS,70 years old,None,None,https://specials-images.forbesimg.com/imageserve/59d67a6d31358e542c036094/416x416.jpg?background=000000&cropX1=491&cropX2=1750&cropY1=525&cropY2=1784,"Energy  ==> oil, investments",4.9 BUSD,0.0 millions USD,,407.0
456,8636,marc BENioff,405.0,bENIOFF,53 years old,None,None,https://specials-images.forbesimg.com/imageserve/59d7cc144bbe6f37dda01db7/416x416.jpg?background=000000&cropX1=749&cropX2=2926&cropY1=188&cropY2=2364,Technology  ==> business software,4.9 BUSD,0.001 millions USD,,302.0
457,1327,martin & OLIVIER BOUygues,406.0,BOUYGUEs,,M,None,https://specials-images.forbesimg.com/imageserve/bd193087013752ba2761836aea9beace/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748,"Construction & Engineering  ==> construction, media",4.9 BUSD,0.0 millions USD,,461.0
458,7542,cHUNG MONG-KOO,407.0,CHUNg,80 years old,M,None,https://specials-images.forbesimg.com/imageserve/5b15a4284bbe6f74868b8fb9/416x416.jpg?background=000000&cropX1=10&cropX2=3386&cropY1=5&cropY2=3382,Automotive  ==> motor vehicles,4.9 BUSD,0.0 millions USD,,474.0
459,7641,CHARLES DOLAn,408.0,doLAN,91 years old,None,United States,https://specials-images.forbesimg.com/imageserve/04bf8bc05f398814c72260b756b2fc5a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783,Media & Entertainment  ==> cable television,4.9 BUSD,0.0 millions USD,,346.0
460,7676,rAY LEE Hunt,409.0,huNT,75 years old,Male,United States,https://specials-images.forbesimg.com/imageserve/5605a059e4b0ffa7afe518cd/416x416.jpg?background=000000&cropX1=0&cropX2=374&cropY1=25&cropY2=399,"Energy  ==> oil, real estate",4.9 BUSD,0.0 millions USD,,392.0
461,1583,lIU YONGhao,410.0,lIU,66 years old,None,None,https://specials-images.forbesimg.com/imageserve/5a7cdce9a7ea431690130bca/416x416.jpg?background=000000&cropX1=402&cropX2=3421&cropY1=20&cropY2=3036,Service  ==> agribusiness,4.9 BUSD,0.0 millions USD,,508.0
462,5398,john OVERdeck,411.0,oVERDEck,48 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a8dd57331358e4955adfab7/416x416.jpg?background=000000&cropX1=1830&cropX2=2481&cropY1=47&cropY2=698,Finance and Investments  ==> hedge funds,4.9 BUSD,0.0 millions USD,,343.0
463,3724,AJAY PIRAMAL,412.0,PIRAMAL,62 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a7f033b4bbe6f2652f52cc9/416x416.jpg?background=000000&cropX1=532&cropX2=2491&cropY1=207&cropY2=2168,Healthcare  ==> pharmaceuticals,4.9 BUSD,0.0 millions USD,,453.0
464,7452,"enrique rAZOn, jr.",413.0,RAZON,58 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a806519a7ea431690133751/416x416.jpg?background=000000&cropX1=937&cropX2=3600&cropY1=6&cropY2=2667,Logistics  ==> ports,4.9 BUSD,0.0 millions USD,,639.0
465,3332,sumneR REDSTOne,414.0,redsTOne,95 years old,M,United States,https://specials-images.forbesimg.com/imageserve/59d65d5a31358e542c035e47/416x416.jpg?background=000000&cropX1=0&cropX2=2289&cropY1=77&cropY2=2365,Media & Entertainment  ==> media,4.9 BUSD,-0.001 millions USD,,411.0
466,5470,paolo & GIANFELICE MARIO ROCCa,415.0,roCCA,,M,Italy,https://specials-images.forbesimg.com/imageserve/589faa1f31358e1a35ab2c22/416x416.jpg?background=000000&cropX1=130&cropX2=713&cropY1=0&cropY2=583,Metals & Mining  ==> pipe manufacturing,4.9 BUSD,0.0 millions USD,,355.0
467,3134,reinHOLD SCHMIEDing,416.0,scHMIEDINg,63 years old,M,None,https://specials-images.forbesimg.com/imageserve/ba18b6f38b0a9ad48193fbb68d7e2af2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=174&cropY2=918,Healthcare  ==> medical devices,4.9 BUSD,0.0 millions USD,,340.0
468,8641,dAVID SIEGEL,417.0,sieGEL,56 years old,M,United States,https://specials-images.forbesimg.com/imageserve/5a8dd482a7ea431690140ad3/416x416.jpg?background=000000&cropX1=1463&cropX2=3000&cropY1=114&cropY2=1650,Finance and Investments  ==> hedge funds,4.9 BUSD,0.0 millions USD,,342.0
469,5810,andrEI SKOCh,418.0,skOCh,52 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a8093dca7ea431690133a06/416x416.jpg?background=000000&cropX1=4&cropX2=1510&cropY1=7&cropY2=1512,Metals & Mining  ==> steel,4.9 BUSD,0.0 millions USD,,428.0
470,6033,yu YONG,419.0,YU,57 years old,M,None,https://specials-images.forbesimg.com/imageserve/5a8093dca7ea431690133a06/416x416.jpg?background=000000&cropX1=4&cropX2=1510&cropY1=7&cropY2=1512,Finance and Investments  ==> mining,4.9 BUSD,0.0 millions USD,,421.0
471,3955,SAM ZELL,420.0,zELL,76 years old,None,United States,https://specials-images.forbesimg.com/imageserve/55eeed2de4b0ffa7afe46f76/416x416.jpg?background=000000&cropX1=2&cropX2=741&cropY1=145&cropY2=885,"Real Estate  ==> real estate, private equity",4.9 BUSD,-0.001 millions USD,,398.0
472,6997,ZHOU JIANPING,421.0,ZHOU,58 years old,None,People's Republic of China,https://specials-images.forbesimg.com/imageserve/5a7d28f24bbe6f2652f512b4/416x416.jpg?background=000000&cropX1=0&cropX2=677&cropY1=39&cropY2=716,Fashion & Retail  ==> fashion retail,4.9 BUSD,0.0 millions USD,,399.0
473,6530,bajaj bROTHERs,422.0,baJAJ,,None,None,https://specials-images.forbesimg.com/imageserve/5a7f0f23a7ea4316901328cb/416x416.jpg?background=000000&cropX1=525&cropX2=2538&cropY1=580&cropY2=2592,Diversified  ==> diversified,4.8 BUSD,0.0 millions USD,,390.0
474,3910,garRETT camp,423.0,CAMP,39 years old,M,Canada,https://specials-images.forbesimg.com/imageserve/5a7baaa831358e4955ace13f/416x416.jpg?background=000000&cropX1=251&cropX2=2914&cropY1=6&cropY2=2667,Technology  ==> Uber,4.8 BUSD,0.0 millions USD,,429.0
